"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Ccnd24"	8.62582160514748e-301	0.682830865513388	0.987	0.629	1.92433454189235e-296	"Caudal Mesoderm"	"Ccnd2"
"Epha11"	2.25593470025339e-291	0.38532887124192	0.571	0.178	5.03276472279529e-287	"Caudal Mesoderm"	"Epha1"
"Smc6"	1.55486462335834e-285	0.818213261714778	0.969	0.856	3.46874748825012e-281	"Caudal Mesoderm"	"Smc6"
"Tspan131"	1.26239751373191e-275	0.606790525309751	0.928	0.582	2.81628261338451e-271	"Caudal Mesoderm"	"Tspan13"
"Nr6a11"	2.39808628047739e-271	0.50541223189328	0.774	0.369	5.34989068311702e-267	"Caudal Mesoderm"	"Nr6a1"
"Cxx1b1"	1.50108488778602e-267	0.614465540656328	0.733	0.347	3.34877027616183e-263	"Caudal Mesoderm"	"Cxx1b"
"Phlda31"	5.80362841520137e-256	0.563374484770082	0.699	0.297	1.29473146314727e-251	"Caudal Mesoderm"	"Phlda3"
"Cdkn1a1"	1.24973100835271e-250	0.379020076891506	0.505	0.151	2.78802490653406e-246	"Caudal Mesoderm"	"Cdkn1a"
"Gal1"	8.40025156813378e-250	0.419169160468286	0.28	0.051	1.87401212233496e-245	"Caudal Mesoderm"	"Gal"
"Dll3"	2.54417204067471e-241	0.476612009446794	0.54	0.172	5.67579340554122e-237	"Caudal Mesoderm"	"Dll3"
"Ldhb2"	2.40955308748118e-238	0.675337142166977	0.97	0.713	5.37547198286176e-234	"Caudal Mesoderm"	"Ldhb"
"Foxb11"	5.92347397111549e-235	0.299437848488832	0.44	0.118	1.32146780821615e-230	"Caudal Mesoderm"	"Foxb1"
"Ifitm1"	8.3256257145397e-228	0.527422557389073	0.977	0.595	1.85736384065666e-223	"Caudal Mesoderm"	"Ifitm1"
"Hoxb3os"	2.60171906483165e-217	0.289243668760417	0.466	0.14	5.80417506173292e-213	"Caudal Mesoderm"	"Hoxb3os"
"Tcea3"	7.16691827359314e-200	0.322966240652144	0.554	0.206	1.59886779765589e-195	"Caudal Mesoderm"	"Tcea3"
"Igfbp3"	3.46930354759956e-197	0.29298291950952	0.325	0.08	7.73966928433985e-193	"Caudal Mesoderm"	"Igfbp3"
"Hoxb61"	2.01945353573387e-196	0.280135618590617	0.413	0.116	4.5051988928687e-192	"Caudal Mesoderm"	"Hoxb6"
"Stmn21"	7.60966874591773e-190	0.430979680873124	0.732	0.345	1.69764100052679e-185	"Caudal Mesoderm"	"Stmn2"
"Hoxc81"	4.91048227362692e-186	0.385767700954422	0.327	0.082	1.09547949042343e-181	"Caudal Mesoderm"	"Hoxc8"
"Hoxb5os"	3.88748141647146e-181	0.320792129677225	0.348	0.09	8.67258229200617e-177	"Caudal Mesoderm"	"Hoxb5os"
"Bcat12"	3.01379170975327e-175	0.453990251842734	0.861	0.564	6.72346792528858e-171	"Caudal Mesoderm"	"Bcat1"
"Cited24"	4.57918885875904e-175	0.415502159153174	0.976	0.804	1.02157124250056e-170	"Caudal Mesoderm"	"Cited2"
"Arl4d"	3.04163788252921e-174	0.317902136786288	0.394	0.124	6.78558995213442e-170	"Caudal Mesoderm"	"Arl4d"
"Apln1"	8.66894026312544e-174	0.285853933577858	0.434	0.142	1.93395388330065e-169	"Caudal Mesoderm"	"Apln"
"Eno11"	5.44244477844362e-171	0.393176144868174	1	0.995	1.21415500562299e-166	"Caudal Mesoderm"	"Eno1"
"Oat2"	2.00038971711026e-169	0.378622047671528	0.951	0.725	4.46266941990127e-165	"Caudal Mesoderm"	"Oat"
"Lef1"	1.26939471738964e-164	0.35859614696326	0.736	0.371	2.83189267502455e-160	"Caudal Mesoderm"	"Lef1"
"Skap21"	2.77345360345702e-164	0.318828841907625	0.653	0.311	6.18729764395227e-160	"Caudal Mesoderm"	"Skap2"
"Greb1"	2.48983986760326e-156	0.321892819559545	0.58	0.261	5.55458376063612e-152	"Caudal Mesoderm"	"Greb1"
"Pou5f12"	3.06151048032851e-154	0.530276346357363	0.914	0.543	6.82992373056488e-150	"Caudal Mesoderm"	"Pou5f1"
"Tgif11"	1.39496994503537e-153	0.388277206551006	0.905	0.62	3.11203845037941e-149	"Caudal Mesoderm"	"Tgif1"
"Hmgb31"	1.79354161514285e-152	0.36000050767338	0.998	0.936	4.00121198922219e-148	"Caudal Mesoderm"	"Hmgb3"
"Arid3b1"	3.83001948386533e-152	0.317753191780082	0.686	0.357	8.54439046655516e-148	"Caudal Mesoderm"	"Arid3b"
"Mdk2"	4.04156192022649e-150	0.346703668670523	1	0.969	9.01632048783327e-146	"Caudal Mesoderm"	"Mdk"
"Axin2"	1.64138550078118e-148	0.253493191443093	0.442	0.167	3.66176691369275e-144	"Caudal Mesoderm"	"Axin2"
"H2afv"	4.79027994476649e-147	0.346643370386661	1	0.957	1.06866355287796e-142	"Caudal Mesoderm"	"H2afv"
"Nefl1"	4.35626853287091e-146	0.309925537012521	0.626	0.291	9.71839946998171e-142	"Caudal Mesoderm"	"Nefl"
"Marcksl11"	2.01252346567081e-144	0.312237081150835	1	0.983	4.48973859956502e-140	"Caudal Mesoderm"	"Marcksl1"
"Smim3"	1.52325879403184e-138	0.272930850664557	0.516	0.226	3.39823804360564e-134	"Caudal Mesoderm"	"Smim3"
"Pim11"	1.15358059958142e-134	0.370911672578839	0.636	0.343	2.57352295960618e-130	"Caudal Mesoderm"	"Pim1"
"Msx11"	4.88446004986843e-131	0.614225517472776	0.7	0.379	1.08967419252515e-126	"Caudal Mesoderm"	"Msx1"
"Lin28a"	3.54880415305173e-130	0.354189317050818	0.836	0.593	7.9170271850431e-126	"Caudal Mesoderm"	"Lin28a"
"Dusp4"	6.34200809239226e-129	0.251942827174334	0.447	0.183	1.41483858533179e-124	"Caudal Mesoderm"	"Dusp4"
"Mfge81"	3.23234583053365e-120	0.265491034249486	0.566	0.285	7.21104031333751e-116	"Caudal Mesoderm"	"Mfge8"
"Arg1"	6.3206412247202e-119	0.259472750555258	0.34	0.113	1.41007185082283e-114	"Caudal Mesoderm"	"Arg1"
"Rcn21"	1.0287496858227e-116	0.361965640119386	0.937	0.731	2.29503767410186e-112	"Caudal Mesoderm"	"Rcn2"
"Prtg2"	2.51930555804328e-112	0.317503438121785	0.867	0.559	5.62031876943875e-108	"Caudal Mesoderm"	"Prtg"
"Ccnjl"	6.10746176348631e-112	0.267306915009465	0.519	0.255	1.36251364481616e-107	"Caudal Mesoderm"	"Ccnjl"
"Fscn11"	3.44308998285703e-111	0.302940106179999	0.991	0.889	7.68118944275574e-107	"Caudal Mesoderm"	"Fscn1"
"Pclaf1"	1.46869293619961e-110	0.33745383518055	0.998	0.933	3.2765070713677e-106	"Caudal Mesoderm"	"Pclaf"
"Hoxa71"	1.71512161535734e-110	0.271394868783006	0.266	0.081	3.82626481170069e-106	"Caudal Mesoderm"	"Hoxa7"
"Tubb2b"	3.28535422569732e-107	0.262784429161052	0.588	0.31	7.32929674210815e-103	"Caudal Mesoderm"	"Tubb2b"
"Sct1"	1.21334335567011e-105	0.311672054411026	0.27	0.088	2.70684769216444e-101	"Caudal Mesoderm"	"Sct"
"H2afy3"	2.84238797988893e-102	0.313833213898793	0.942	0.714	6.34108334433422e-98	"Caudal Mesoderm"	"H2afy"
"Gja11"	4.73918341092226e-101	0.331459551199227	0.862	0.608	1.05726442714265e-96	"Caudal Mesoderm"	"Gja1"
"Zyx"	4.58713743709733e-100	0.301646895080247	0.69	0.453	1.02334449084204e-95	"Caudal Mesoderm"	"Zyx"
"Tceal82"	4.97387580246428e-94	0.320312407817378	0.998	0.94	1.10962195277176e-89	"Caudal Mesoderm"	"Tceal8"
"Ccnd11"	1.15701976028803e-90	0.28039682936548	0.891	0.614	2.58119538322656e-86	"Caudal Mesoderm"	"Ccnd1"
"Tmem185a"	3.40696543809119e-86	0.318496502930759	0.478	0.256	7.60059919583764e-82	"Caudal Mesoderm"	"Tmem185a"
"Ifitm21"	3.34476703357183e-85	0.319741225632993	0.995	0.853	7.4618407751954e-81	"Caudal Mesoderm"	"Ifitm2"
"Psip11"	7.39901524670622e-85	0.26456450448848	0.999	0.954	1.65064631138769e-80	"Caudal Mesoderm"	"Psip1"
"Zfp4281"	1.62092902838067e-84	0.298922126571269	0.849	0.684	3.61613056941443e-80	"Caudal Mesoderm"	"Zfp428"
"Wls"	3.77865589555111e-84	0.281873944165849	0.727	0.48	8.42980343738497e-80	"Caudal Mesoderm"	"Wls"
"Laptm4b"	7.68092506652392e-75	0.25081880188442	0.801	0.577	1.71353757309082e-70	"Caudal Mesoderm"	"Laptm4b"
"Fgf15"	1.63198510489042e-73	0.254814598845561	0.426	0.215	3.64079557050005e-69	"Caudal Mesoderm"	"Fgf15"
"Hoxa13"	0	1.22291797057105	0.872	0.207	0	"Caudal neurectoderm"	"Hoxa1"
"Crabp22"	0	0.959967874267127	0.955	0.417	0	"Caudal neurectoderm"	"Crabp2"
"Cdx12"	0	0.917030252067415	0.741	0.201	0	"Caudal neurectoderm"	"Cdx1"
"Hes31"	0	0.799742923370126	0.741	0.09	0	"Caudal neurectoderm"	"Hes3"
"Ptn"	0	0.659466988725412	0.928	0.321	0	"Caudal neurectoderm"	"Ptn"
"Nkx1-22"	0	0.570269621351923	0.626	0.116	0	"Caudal neurectoderm"	"Nkx1-2"
"Hotairm12"	0	0.556322848643341	0.621	0.152	0	"Caudal neurectoderm"	"Hotairm1"
"Gbx22"	0	0.512158864826658	0.609	0.106	0	"Caudal neurectoderm"	"Gbx2"
"Cntfr"	0	0.467626165441446	0.603	0.159	0	"Caudal neurectoderm"	"Cntfr"
"Wnt8a1"	0	0.285575311540207	0.369	0.044	0	"Caudal neurectoderm"	"Wnt8a"
"Meis2"	2.31925326973206e-298	0.618998096547563	0.813	0.338	5.17402211944525e-294	"Caudal neurectoderm"	"Meis2"
"Akr1b31"	1.13664268843571e-280	0.617394928059797	0.997	0.924	2.53573617363123e-276	"Caudal neurectoderm"	"Akr1b3"
"Fgfbp31"	3.83858108969883e-270	0.36573019162499	0.385	0.08	8.56349055300912e-266	"Caudal neurectoderm"	"Fgfbp3"
"Rbp12"	5.1621098922911e-259	0.668233435081185	0.978	0.652	1.15161509587122e-254	"Caudal neurectoderm"	"Rbp1"
"Map1b2"	9.04496608791691e-259	0.521475185494456	0.805	0.358	2.01784148455338e-254	"Caudal neurectoderm"	"Map1b"
"Cxcl12"	3.23836496709119e-246	0.361006403373682	0.53	0.154	7.22446840508374e-242	"Caudal neurectoderm"	"Cxcl12"
"Stmn22"	1.42644989158188e-238	0.55043836351458	0.776	0.345	3.18226706313001e-234	"Caudal neurectoderm"	"Stmn2"
"Zfp7031"	4.21375539622383e-213	0.285460999009269	0.411	0.108	9.40046691343573e-209	"Caudal neurectoderm"	"Zfp703"
"Pak11"	1.95522089911418e-208	0.395898907215346	0.65	0.272	4.36190230383383e-204	"Caudal neurectoderm"	"Pak1"
"Hoxb12"	1.08094343828402e-204	0.344498551221814	0.613	0.204	2.41147671646782e-200	"Caudal neurectoderm"	"Hoxb1"
"Zic3"	1.54222851897055e-204	0.334399694796141	0.533	0.178	3.44055760297141e-200	"Caudal neurectoderm"	"Zic3"
"Ldhb3"	2.98311113147129e-201	0.539265686144219	0.988	0.713	6.65502262319931e-197	"Caudal neurectoderm"	"Ldhb"
"Apela1"	1.45703531954675e-183	0.373568299370305	0.518	0.176	3.25050009437686e-179	"Caudal neurectoderm"	"Apela"
"Fabp51"	3.95956637608544e-173	0.452127324096524	0.991	0.872	8.83339662840901e-169	"Caudal neurectoderm"	"Fabp5"
"Pou5f13"	1.84036404969129e-171	0.518580758791177	0.995	0.542	4.1056681584563e-167	"Caudal neurectoderm"	"Pou5f1"
"Rrm2"	4.38000498046406e-157	0.414594348142238	0.999	0.958	9.77135311091727e-153	"Caudal neurectoderm"	"Rrm2"
"Cxx1b2"	4.43832430482706e-152	0.437175643826002	0.672	0.347	9.90145769163868e-148	"Caudal neurectoderm"	"Cxx1b"
"Set1"	1.33968578314075e-144	0.291465834266764	1	1	2.98870501360869e-140	"Caudal neurectoderm"	"Set"
"Psip12"	4.35455079267811e-138	0.364760194312211	0.999	0.954	9.71456736338559e-134	"Caudal neurectoderm"	"Psip1"
"Cxx1a2"	4.44270493644455e-138	0.380383968412497	0.696	0.383	9.91123044271416e-134	"Caudal neurectoderm"	"Cxx1a"
"Lpar4"	2.29770701190639e-136	0.312113929694159	0.564	0.253	5.12595457286197e-132	"Caudal neurectoderm"	"Lpar4"
"Slc2a11"	4.73248233302781e-132	0.374768825202699	0.97	0.87	1.05576948367517e-127	"Caudal neurectoderm"	"Slc2a1"
"Mdk3"	5.4568722531556e-129	0.369817118452203	1	0.969	1.21737363095648e-124	"Caudal neurectoderm"	"Mdk"
"Sfrp2"	2.58365900552463e-127	0.272934045381811	0.498	0.209	5.76388487542491e-123	"Caudal neurectoderm"	"Sfrp2"
"Pclaf2"	3.4318232159123e-125	0.367653339947666	0.999	0.933	7.65605441237874e-121	"Caudal neurectoderm"	"Pclaf"
"Oat3"	1.29553727536731e-123	0.324449188349787	0.94	0.725	2.89021410761693e-119	"Caudal neurectoderm"	"Oat"
"Epop1"	4.95123594270795e-119	0.365069868743867	0.82	0.576	1.10457122645872e-114	"Caudal neurectoderm"	"Epop"
"Cd24a2"	6.56040950300023e-114	0.336705248293517	0.997	0.847	1.46356175602432e-109	"Caudal neurectoderm"	"Cd24a"
"Ddit41"	9.43710727623409e-112	0.280520458124606	0.491	0.215	2.10532426225506e-107	"Caudal neurectoderm"	"Ddit4"
"Hells"	3.29997187110475e-111	0.375113444520528	0.936	0.805	7.36190724724758e-107	"Caudal neurectoderm"	"Hells"
"Igfbp22"	8.55720931469848e-111	0.317656675112692	0.963	0.634	1.90902782601609e-106	"Caudal neurectoderm"	"Igfbp2"
"Lhpp2"	1.57338938725819e-105	0.268415308994243	0.54	0.262	3.5100743840343e-101	"Caudal neurectoderm"	"Lhpp"
"Gja12"	7.22786032076875e-104	0.371603390549639	0.836	0.608	1.6124633589603e-99	"Caudal neurectoderm"	"Gja1"
"Ung"	4.31949173429692e-103	0.351576645754522	0.92	0.757	9.63635411004299e-99	"Caudal neurectoderm"	"Ung"
"Pls3"	4.61651751482403e-99	0.29068177595415	0.722	0.445	1.02989889238209e-94	"Caudal neurectoderm"	"Pls3"
"Eno12"	6.2661454840632e-96	0.286529396208336	1	0.995	1.39791439603966e-91	"Caudal neurectoderm"	"Eno1"
"Fgfr1"	5.44672222319142e-93	0.290627564148716	0.664	0.409	1.21510926077177e-88	"Caudal neurectoderm"	"Fgfr1"
"Cdca71"	7.59191050448594e-89	0.317135402420678	0.887	0.723	1.69367931444577e-84	"Caudal neurectoderm"	"Cdca7"
"Wfdc2"	1.11689984042033e-82	0.265750883861812	0.838	0.545	2.49169185399371e-78	"Caudal neurectoderm"	"Wfdc2"
"Tuba1a2"	7.43135040385219e-77	0.258454388575579	0.995	0.851	1.65785996159538e-72	"Caudal neurectoderm"	"Tuba1a"
"Sms"	8.29569633723743e-77	0.276480385636807	0.95	0.799	1.8506868958743e-72	"Caudal neurectoderm"	"Sms"
"Mkrn1"	1.20960133285343e-76	0.256202623158414	0.938	0.764	2.69849961346271e-72	"Caudal neurectoderm"	"Mkrn1"
"Rasl11a"	6.80705465058567e-72	0.270891088694022	0.646	0.412	1.51858582199916e-67	"Caudal neurectoderm"	"Rasl11a"
"Pcsk1n"	5.18106750396158e-71	0.25479487681471	0.6	0.351	1.15584434945879e-66	"Caudal neurectoderm"	"Pcsk1n"
"Phlda32"	1.12295687609358e-64	0.309190342652628	0.511	0.298	2.50520449487716e-60	"Caudal neurectoderm"	"Phlda3"
"Cdx23"	1.20561539023378e-62	0.326899445382672	0.603	0.357	2.68960737407254e-58	"Caudal neurectoderm"	"Cdx2"
"Ccnd12"	6.19217951018118e-62	0.257939428468936	0.852	0.615	1.38141332692632e-57	"Caudal neurectoderm"	"Ccnd1"
"Zfp4282"	2.84044663885237e-61	0.286798577212565	0.824	0.685	6.33675240661576e-57	"Caudal neurectoderm"	"Zfp428"
"Sall4"	2.96757371241712e-56	0.255340311071472	0.791	0.615	6.62036019503136e-52	"Caudal neurectoderm"	"Sall4"
"Grsf12"	1.117845426307e-45	0.340485103137077	0.714	0.606	2.49380136154829e-41	"Caudal neurectoderm"	"Grsf1"
"Cer11"	0	1.92250718784111	0.695	0.053	0	"Def. endoderm"	"Cer1"
"Sox171"	0	1.35432425033107	0.53	0.135	0	"Def. endoderm"	"Sox17"
"Trh1"	0	1.27919124662352	0.691	0.253	0	"Def. endoderm"	"Trh"
"T3"	0	1.27495006049937	0.655	0.23	0	"Def. endoderm"	"T"
"Upp11"	0	1.05559052763902	0.828	0.329	0	"Def. endoderm"	"Upp1"
"Larp71"	0	1.03550208798322	0.946	0.831	0	"Def. endoderm"	"Larp7"
"Emb1"	0	0.993748715645814	0.982	0.88	0	"Def. endoderm"	"Emb"
"Cd24a3"	0	0.895926990062644	0.996	0.846	0	"Def. endoderm"	"Cd24a"
"Samd31"	0	0.784945875400812	0.614	0.022	0	"Def. endoderm"	"Samd3"
"Sp53"	0	0.772933548494957	0.751	0.284	0	"Def. endoderm"	"Sp5"
"Lhx11"	0	0.7477431425727	0.511	0.098	0	"Def. endoderm"	"Lhx1"
"Foxa21"	0	0.741279016472387	0.708	0.091	0	"Def. endoderm"	"Foxa2"
"Calca1"	0	0.713889403818021	0.486	0.102	0	"Def. endoderm"	"Calca"
"Cfc12"	0	0.678607423931954	0.69	0.186	0	"Def. endoderm"	"Cfc1"
"Fgf51"	0	0.67177794697408	0.675	0.2	0	"Def. endoderm"	"Fgf5"
"Foxj1"	0	0.641268557273875	0.287	0.025	0	"Def. endoderm"	"Foxj1"
"Pifo"	0	0.560542656841825	0.334	0.027	0	"Def. endoderm"	"Pifo"
"Hhex3"	0	0.549149508374456	0.486	0.09	0	"Def. endoderm"	"Hhex"
"Noto"	0	0.473335303499648	0.276	0.009	0	"Def. endoderm"	"Noto"
"Lhx1os1"	0	0.422201476059229	0.484	0.093	0	"Def. endoderm"	"Lhx1os"
"Krt7"	0	0.412420174083715	0.43	0.089	0	"Def. endoderm"	"Krt7"
"2410004P03Rik"	0	0.391222839698319	0.276	0.045	0	"Def. endoderm"	"2410004P03Rik"
"Cfap126"	0	0.38650568980997	0.298	0.035	0	"Def. endoderm"	"Cfap126"
"Chrd"	0	0.38257889521806	0.331	0.019	0	"Def. endoderm"	"Chrd"
"1110017D15Rik"	0	0.37781889924216	0.25	0.009	0	"Def. endoderm"	"1110017D15Rik"
"Tekt1"	0	0.355145218733143	0.258	0.03	0	"Def. endoderm"	"Tekt1"
"Tppp3"	0	0.333564817176964	0.211	0.026	0	"Def. endoderm"	"Tppp3"
"Vtn"	0	0.32138247017203	0.205	0.011	0	"Def. endoderm"	"Vtn"
"Dgkk"	0	0.30946851098148	0.407	0.056	0	"Def. endoderm"	"Dgkk"
"Shh"	0	0.30118399204645	0.164	0.007	0	"Def. endoderm"	"Shh"
"Nme5"	0	0.283971568355704	0.254	0.03	0	"Def. endoderm"	"Nme5"
"Ccno"	0	0.279368098722274	0.154	0.013	0	"Def. endoderm"	"Ccno"
"Bmp72"	1.2614789601994e-305	0.384387622542073	0.533	0.154	2.81423341230885e-301	"Def. endoderm"	"Bmp7"
"Krt81"	2.38046448758737e-297	0.993651418301955	0.934	0.563	5.31057822535867e-293	"Def. endoderm"	"Krt8"
"Gsc1"	9.17516553898982e-270	0.428853997078418	0.351	0.075	2.04688768009324e-265	"Def. endoderm"	"Gsc"
"Capsl"	9.29462103662384e-263	0.406039857688917	0.375	0.09	2.07353700706041e-258	"Def. endoderm"	"Capsl"
"Sfrp12"	3.49036534038188e-256	0.539524199733072	0.663	0.263	7.78665603785792e-252	"Def. endoderm"	"Sfrp1"
"Tdgf11"	4.67021159213132e-256	0.949664214458923	0.668	0.249	1.04187750408858e-251	"Def. endoderm"	"Tdgf1"
"Dkk11"	3.98946906985962e-255	0.786187629638436	0.468	0.14	8.90010654794983e-251	"Def. endoderm"	"Dkk1"
"Shisa22"	2.72033781365075e-243	0.520461258471572	0.483	0.149	6.06880162847345e-239	"Def. endoderm"	"Shisa2"
"Lefty11"	7.46396598706604e-233	0.400738378041506	0.189	0.027	1.66513617205456e-228	"Def. endoderm"	"Lefty1"
"Cldn6"	5.98805881678883e-209	0.588391650391603	0.931	0.534	1.33587604143742e-204	"Def. endoderm"	"Cldn6"
"Nptx2"	3.1315700772698e-198	0.36392940351643	0.399	0.122	6.98621968538119e-194	"Def. endoderm"	"Nptx2"
"Ovol2"	3.82624056146056e-195	0.255273254256911	0.329	0.086	8.53596006856236e-191	"Def. endoderm"	"Ovol2"
"Stmn11"	2.22464601523181e-189	0.403034467843349	1	0.985	4.96296279538064e-185	"Def. endoderm"	"Stmn1"
"Calm12"	1.64753405913088e-186	0.340042861969146	1	0.999	3.67548373251509e-182	"Def. endoderm"	"Calm1"
"Nog"	1.03535093516803e-185	0.270353399976902	0.208	0.039	2.30976440126635e-181	"Def. endoderm"	"Nog"
"Ap1s31"	4.48129568251819e-181	0.345874101315103	0.471	0.174	9.99732253812983e-177	"Def. endoderm"	"Ap1s3"
"H2afv1"	1.65800273713311e-179	0.440838169279278	0.998	0.957	3.69883830627026e-175	"Def. endoderm"	"H2afv"
"Grrp11"	1.42281109293837e-168	0.30040937933248	0.498	0.189	3.17414926723621e-164	"Def. endoderm"	"Grrp1"
"Ctxn1"	3.99987648238254e-168	0.359875520248225	0.611	0.291	8.92332444454721e-164	"Def. endoderm"	"Ctxn1"
"Ppp1r1a1"	7.5891028514452e-167	0.81945830909625	0.638	0.341	1.69305295512891e-162	"Def. endoderm"	"Ppp1r1a"
"Ccpg1os"	9.27061284489518e-158	0.41527919692498	0.429	0.164	2.06818101956767e-153	"Def. endoderm"	"Ccpg1os"
"Cst32"	2.79020426278554e-153	0.422301573279357	0.981	0.899	6.22466668984826e-149	"Def. endoderm"	"Cst3"
"Spint2"	6.85471739664967e-150	0.401897133197308	0.918	0.649	1.52921890401857e-145	"Def. endoderm"	"Spint2"
"Hesx1"	1.23841273110092e-141	0.384416343029897	0.285	0.08	2.76277496181305e-137	"Def. endoderm"	"Hesx1"
"Oscp1"	3.21278668281525e-141	0.268141060050399	0.332	0.108	7.16740581069254e-137	"Def. endoderm"	"Oscp1"
"Krt18"	1.33887077834203e-140	0.6080729263466	0.923	0.69	2.98688681940324e-136	"Def. endoderm"	"Krt18"
"Cdh23"	8.36764913912219e-140	0.310436743141288	0.548	0.248	1.86673884644677e-135	"Def. endoderm"	"Cdh2"
"Malat13"	7.75894368170057e-138	0.658221723466269	0.993	0.956	1.73094274595058e-133	"Def. endoderm"	"Malat1"
"Fgf82"	1.82607517611958e-136	0.585188281632445	0.637	0.317	4.07379111040516e-132	"Def. endoderm"	"Fgf8"
"Tagln21"	1.09907316038163e-134	0.536829231275806	0.922	0.777	2.45192231349538e-130	"Def. endoderm"	"Tagln2"
"Car41"	7.55273752306265e-132	0.466213699684886	0.931	0.765	1.68494021402005e-127	"Def. endoderm"	"Car4"
"Itm2b1"	1.7585521245676e-131	0.455715705110405	0.921	0.808	3.92315393469785e-127	"Def. endoderm"	"Itm2b"
"Flrt3"	4.68164241309472e-131	0.284566736874243	0.435	0.172	1.0444276059373e-126	"Def. endoderm"	"Flrt3"
"Otx21"	5.46754050333073e-131	0.360413599333576	0.514	0.228	1.21975361088805e-126	"Def. endoderm"	"Otx2"
"Fam213a1"	8.60455255252454e-131	0.51475118764666	0.768	0.566	1.9195896289427e-126	"Def. endoderm"	"Fam213a"
"Asb43"	1.79806549471401e-125	0.258127479616211	0.371	0.135	4.01130431215749e-121	"Def. endoderm"	"Asb4"
"H2afy21"	3.83017088714814e-121	0.360511020913848	0.899	0.639	8.54472823213879e-117	"Def. endoderm"	"H2afy2"
"Arl4a"	2.45836900297807e-118	0.641523654817181	0.656	0.412	5.48437540874379e-114	"Def. endoderm"	"Arl4a"
"Tmsb102"	1.56893687195248e-113	0.362332865018379	1	0.979	3.50014126763879e-109	"Def. endoderm"	"Tmsb10"
"Eras"	2.05596073129293e-113	0.30604897921756	0.518	0.248	4.58664279544139e-109	"Def. endoderm"	"Eras"
"Cyb5a1"	4.32192997909403e-113	0.359615563884925	0.967	0.937	9.64179359036087e-109	"Def. endoderm"	"Cyb5a"
"Aes"	1.89845552471393e-112	0.295850254216135	0.62	0.359	4.23526443008432e-108	"Def. endoderm"	"Aes"
"Slc16a1"	5.37022819983278e-111	0.412596552706251	0.769	0.558	1.1980442091007e-106	"Def. endoderm"	"Slc16a1"
"Tgif12"	2.60794547084854e-108	0.342089205168759	0.842	0.62	5.81806555091601e-104	"Def. endoderm"	"Tgif1"
"B9d1"	1.91132118368352e-106	0.440300837431675	0.727	0.526	4.26396642867956e-102	"Def. endoderm"	"B9d1"
"Tspan7"	5.25279818502056e-106	0.308689239293414	0.588	0.332	1.17184674709624e-101	"Def. endoderm"	"Tspan7"
"Igfbp23"	5.3547606963386e-106	0.356250785366721	0.914	0.634	1.19459356374618e-101	"Def. endoderm"	"Igfbp2"
"Snrpn1"	1.1284944275577e-105	0.380581970058167	0.934	0.802	2.51755821843847e-101	"Def. endoderm"	"Snrpn"
"Tln2"	8.80642790094303e-105	0.321107771131576	0.509	0.26	1.96462600042138e-100	"Def. endoderm"	"Tln2"
"Tead21"	3.04844254290775e-104	0.311734371586893	0.972	0.843	6.8007704689729e-100	"Def. endoderm"	"Tead2"
"Tmem107"	7.69509919385735e-103	0.460727294923871	0.628	0.416	1.71669967915764e-98	"Def. endoderm"	"Tmem107"
"Apela2"	5.29120603318685e-98	0.378683432350619	0.403	0.176	1.18041515394365e-93	"Def. endoderm"	"Apela"
"Crb3"	1.65985933538814e-97	0.279644914939391	0.537	0.281	3.70298019131741e-93	"Def. endoderm"	"Crb3"
"Cyp26a11"	9.11789713306192e-97	0.490188065346748	0.563	0.304	2.03411167141478e-92	"Def. endoderm"	"Cyp26a1"
"Cthrc11"	2.25185244999902e-93	0.946569730272178	0.546	0.323	5.02365763070282e-89	"Def. endoderm"	"Cthrc1"
"2010111I01Rik1"	4.56516417613936e-92	0.255584782970777	0.468	0.231	1.01844247605493e-87	"Def. endoderm"	"2010111I01Rik"
"Npm31"	3.35099951566303e-89	0.410707995417525	0.979	0.983	7.47574481949265e-85	"Def. endoderm"	"Npm3"
"Ndrg11"	6.05353062198665e-88	0.278084870731697	0.258	0.093	1.350482146459e-83	"Def. endoderm"	"Ndrg1"
"Sox4"	1.6774985768403e-85	0.408241821452405	0.855	0.624	3.74233157507302e-81	"Def. endoderm"	"Sox4"
"Hcfc1r11"	1.66262332733149e-82	0.25619691368707	0.69	0.483	3.70914638094382e-78	"Def. endoderm"	"Hcfc1r1"
"H2afx1"	2.78866663379668e-82	0.327782071255458	0.962	0.954	6.22123639333701e-78	"Def. endoderm"	"H2afx"
"Mgst12"	1.95638569252251e-81	0.307762362705538	0.427	0.21	4.36450084144846e-77	"Def. endoderm"	"Mgst1"
"H1fx"	6.41893984014347e-80	0.352981900056383	0.782	0.614	1.43200128893761e-75	"Def. endoderm"	"H1fx"
"Limd23"	1.70956455296585e-79	0.26552084897623	0.952	0.802	3.81386756121152e-75	"Def. endoderm"	"Limd2"
"Mlf1"	1.57880240060215e-75	0.458375709086486	0.394	0.213	3.52215027550333e-71	"Def. endoderm"	"Mlf1"
"Hes12"	4.83953189692517e-75	0.37066257289162	0.727	0.546	1.07965117088504e-70	"Def. endoderm"	"Hes1"
"Nnat"	5.49822319789994e-74	0.277647091197243	0.687	0.447	1.2265986132195e-69	"Def. endoderm"	"Nnat"
